Age_Lower,Age_Upper,Population,Year
25,29,38449313.4055,2026
25,29,42092334.2086,2027
25,29,46225062.269,2028
25,29,55463972.0623,2029
25,29,65283716.4051,2030
25,29,68637414.938,2031
25,29,71604999.358,2032
25,29,72387376.3311,2033
25,29,73914554.7011,2034
25,29,78550319.6253,2035
25,29,87023622.9453,2036
25,29,97481165.012,2037
25,29,109922714.805,2038
25,29,119623384.075,2039
25,29,126393278.17,2040
30,34,22068601.0,2015
30,34,22056984.0884,2016
30,34,21908734.4443,2017
30,34,21904902.4095,2018
30,34,20471820.0434,2019
30,34,20407098.3844,2020
30,34,19701792.722,2021
30,34,38395957.9832,2022
30,34,39032853.7792,2023
30,34,39680586.3911,2024
30,34,39509800.0854,2025
30,34,39347819.0375,2026
30,34,38429073.6869,2027
30,34,42070176.8038,2028
30,34,46200729.3963,2029
30,34,55434775.8274,2030
30,34,65249351.0568,2031
30,34,68601284.2028,2032
30,34,71567306.4864,2033
30,34,72349271.6162,2034
30,34,73875646.0795,2035
30,34,78508970.7371,2036
30,34,86977813.7101,2037
30,34,97429850.9267,2038
30,34,109864851.487,2039
30,34,119560414.326,2040
35,39,20294891.0,2015
35,39,22056984.0884,2016
35,39,22045373.292,2017
35,39,21897201.6865,2018
35,39,21893371.6689,2019
35,39,20461043.6774,2020
35,39,20396356.0878,2021
35,39,19691421.6983,2022
35,39,38375746.3509,2023
35,39,39012306.885,2024
35,39,39659698.5305,2025
35,39,39489002.1266,2026
35,39,39327106.3456,2027
35,39,38408844.6226,2028
35,39,42048031.0628,2029
35,39,46176409.3323,2030
35,39,55405594.9614,2031
35,39,65215003.7984,2032
35,39,68565172.4868,2033
35,39,71529633.4562,2034
35,39,72311186.9596,2035
35,39,73836757.9394,2036
35,39,78467643.6149,2037
35,39,86932028.589,2038
35,39,97378563.8532,2039
35,39,109807018.63,2040
40,44,20294891.0,2015
40,44,20273914.2007,2016
40,44,22034185.9897,2017
40,44,22022587.1942,2018
40,44,21874568.7389,2019
40,44,21870742.6799,2020
40,44,20439895.1426,2021
40,44,20375274.4141,2022
40,44,19671068.6448,2023
40,44,38336081.1795,2024
40,44,38971983.7646,2025
40,44,39618706.2661,2026
40,44,39448186.294,2027
40,44,39286457.8484,2028
40,44,38369145.2408,2029
40,44,42004570.2179,2030
40,44,46128681.3956,2031
40,44,55348327.7385,2032
40,44,65147597.5705,2033
40,44,68494303.5245,2034
40,44,71455700.4271,2035
40,44,72236446.1168,2036
40,44,73760440.2664,2037
40,44,78386539.4584,2038
40,44,86842175.6443,2039
40,44,97277913.3696,2040
45,49,21594080.0,2015
45,49,20273914.2007,2016
45,49,20252959.0829,2017
45,49,22011411.455,2018
45,49,21999824.6481,2019
45,49,21851959.1846,2020
45,49,21848137.0803,2021
45,49,20418768.467,2022
45,49,20354214.5305,2023
45,49,19650736.6282,2024
45,49,38296457.006,2025
45,49,38931702.3222,2026
45,49,39577756.3713,2027
45,49,39407412.6487,2028
45,49,39245851.3656,2029
45,49,38329486.8922,2030
45,49,41961154.2941,2031
45,49,46081002.7905,2032
45,49,55291119.7069,2033
45,49,65080261.0136,2034
45,49,68423507.8124,2035
45,49,71381843.8151,2036
45,49,72161782.5261,2037
45,49,73684201.4754,2038
45,49,78305519.1312,2039
45,49,86752415.5715,2040
50,54,21594080.0,2015
50,54,21544495.6735,2016
50,54,20227361.2389,2017
50,54,20206454.2383,2018
50,54,21960868.8521,2019
50,54,21949308.6507,2020
50,54,21801782.7159,2021
50,54,21797969.3879,2022
50,54,20371882.8908,2023
50,54,20307477.1831,2024
50,54,19605614.6068,2025
50,54,38208520.6814,2026
50,54,38842307.3473,2027
50,54,39486877.9271,2028
50,54,39316925.3478,2029
50,54,39155735.0417,2030
50,54,38241474.7244,2031
50,54,41864803.0916,2032
50,54,45975191.5919,2033
50,54,55164160.2378,2034
50,54,64930823.7183,2035
50,54,68266393.7538,2036
50,54,71217936.8254,2037
50,54,71996084.641,2038
50,54,73515007.8119,2039
50,54,78125713.9982,2040
55,59,20438909.0,2015
55,59,21544495.6735,2016
55,59,21495025.2025,2017
55,59,20180915.172,2018
55,59,20160056.1781,2019
55,59,21910442.305,2020
55,59,21898908.6482,2021
55,59,21751721.4625,2022
55,59,21747916.8906,2023
55,59,20325104.9734,2024
55,59,20260847.154,2025
55,59,19560596.1945,2026
55,59,38120786.2762,2027
55,59,38753117.6412,2028
55,59,39396208.158,2029
55,59,39226645.8238,2030
55,59,39065825.6429,2031
55,59,38153664.6502,2032
55,59,41768673.1307,2033
55,59,45869623.357,2034
55,59,55037492.2931,2035
55,59,64781729.5609,2036
55,59,68109640.4604,2037
55,59,71054406.1988,2038
55,59,71830767.2315,2039
55,59,73346202.651,2040
60,64,20438909.0,2015
60,64,20328896.5723,2016
60,64,21428532.4255,2017
60,64,21379328.2294,2018
60,64,20072291.3961,2019
60,64,20051544.6757,2020
60,64,21792509.3493,2021
60,64,21781037.7724,2022
60,64,21634642.8217,2023
60,64,21630858.728,2024
60,64,20215705.0958,2025
60,64,20151793.1442,2026
60,64,19455311.2855,2027
60,64,37915601.1441,2028
60,64,38544528.9855,2029
60,64,39184158.0676,2030
60,64,39015508.4026,2031
60,64,38855553.8364,2032
60,64,37948302.5502,2033
60,64,41543853.2476,2034
60,64,45622730.1093,2035
60,64,54741252.9908,2036
60,64,64433041.9015,2037
60,64,67743040.3206,2038
60,64,70671955.8575,2039
60,64,71444138.1269,2040
65,69,13775258.0,2015
65,69,20328896.5723,2016
65,69,20219476.2865,2017
65,69,21313193.3498,2018
65,69,21264253.9952,2019
65,69,19964252.2876,2020
65,69,19943617.2365,2021
65,69,21675211.1677,2022
65,69,21663801.3366,2023
65,69,21518194.3567,2024
65,69,21514430.6308,2025
65,69,20106894.0632,2026
65,69,20043326.1176,2027
65,69,19350593.0725,2028
65,69,37711520.4209,2029
65,69,38337063.0582,2030
65,69,38973249.3368,2031
65,69,38805507.4286,2032
65,69,38646413.8179,2033
65,69,37744045.8117,2034
65,69,41320243.4575,2035
65,69,45377165.7645,2036
65,69,54446608.1966,2037
65,69,64086231.0535,2038
65,69,67378413.4061,2039
65,69,70291564.0551,2040
70,74,13775258.0,2015
70,74,13624063.5232,2016
70,74,20105770.6693,2017
70,74,19997551.3587,2018
70,74,21079264.0022,2019
70,74,21030861.7962,2020
70,74,19745128.6474,2021
70,74,19724720.0824,2022
70,74,21437308.385,2023
70,74,21426023.7859,2024
70,74,21282014.9591,2025
70,74,21278292.5431,2026
70,74,19886204.8153,2027
70,74,19823334.5788,2028
70,74,19138204.8331,2029
70,74,37297606.3151,2030
70,74,37916283.1215,2031
70,74,38545486.7467,2032
70,74,38379585.9402,2033
70,74,38222238.5091,2034
70,74,37329774.7137,2035
70,74,40866720.7294,2036
70,74,44879115.0685,2037
70,74,53849013.1144,2038
70,74,63382833.3987,2039
70,74,66638881.4163,2040
75,79,10105167.0,2015
75,79,13624063.5232,2016
75,79,13474528.5268,2017
75,79,19885093.7516,2018
75,79,19778062.2345,2019
75,79,20847902.2164,2020
75,79,20800031.2633,2021
75,79,19528410.0644,2022
75,79,19508225.4997,2023
75,79,21202016.7756,2024
75,79,21190856.034,2025
75,79,21048427.8193,2026
75,79,21044746.2598,2027
75,79,19667937.8085,2028
75,79,19605757.6231,2029
75,79,18928147.7245,2030
75,79,36888235.2477,2031
75,79,37500121.5812,2032
75,79,38122419.1933,2033
75,79,37958339.2808,2034
75,79,37802718.8636,2035
75,79,36920050.5724,2036
75,79,40418175.776,2037
75,79,44386530.8773,2038
75,79,53257977.1162,2039
75,79,62687156.0959,2040
